David B wrote a review Feb 2020,40,Good Location,"Good bar to visit, in the centre of the nightlife in LK Metro. Daily food specials (Lamb Roasts, Fish & Chips etc) Good value, big portions, resonably priced drinks. Good service and has some nice friendly Ladies! Sports on TV screens, Pool table, cheap breakfasts (I did`nt try these) Good place to, people watch and chill out before hurrah`in the town!","KILKENNY BAR AND GUESTHOUSE - Prices & Guest house Reviews (Pattaya, Thailand) - Tripadvisor","https://maps.google.com/maps/api/staticmap?&channel=ta.desktop.hotel_review&zoom=15&size=811x241&scale=1&client=gme-tripadvisorinc&format=jpg&sensor=false&language=en_US&center=12.930218,100.884605&maptype=roadmap&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fresponsive_map_pins_v2%2FH_Anchor_pin.png|12.930218,100.884605&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FA_Pin_xs.png|12.932666,100.884048|12.927390,100.883560|12.930444,100.885887|12.929448,100.881233|12.929817,100.885033|12.928950,100.884911|12.932004,100.886833|12.930730,100.881668|12.930730,100.881668&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FR_Pin_xs.png|12.929643,100.880836|12.929769,100.883492|12.930843,100.881950|12.930698,100.881958|12.930793,100.882149|12.929269,100.887497|12.931198,100.886253|12.930580,100.886002|12.929532,100.885391&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FH_Pin_xs.png|12.931111,100.884270|12.933420,100.881851|12.930844,100.888718|12.927748,100.883247|12.929098,100.880638|12.928466,100.882149|12.927894,100.883453|12.932431,100.882774|12.928491,100.882446&signature=_nzv6r93VOI_99-HhFTxvtHM39s="
Coffee Chill wrote a review Apr 2019,50,Daily Specials Delightful,"I've been here for a few visits and typically in sync with what's on offer with the daily specials. In particular the curries and Friday fish n chips (see my You Tube) which are excellent, are a favourite. You can also just pop in for a cuppa and watch the always curious on-goings in LK Metro and or sport, too.","KILKENNY BAR AND GUESTHOUSE - Prices & Guest house Reviews (Pattaya, Thailand) - Tripadvisor","https://maps.google.com/maps/api/staticmap?&channel=ta.desktop.hotel_review&zoom=15&size=811x241&scale=1&client=gme-tripadvisorinc&format=jpg&sensor=false&language=en_US&center=12.930218,100.884605&maptype=roadmap&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fresponsive_map_pins_v2%2FH_Anchor_pin.png|12.930218,100.884605&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FA_Pin_xs.png|12.932666,100.884048|12.927390,100.883560|12.930444,100.885887|12.929448,100.881233|12.929817,100.885033|12.928950,100.884911|12.932004,100.886833|12.930730,100.881668|12.930730,100.881668&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FR_Pin_xs.png|12.929643,100.880836|12.929769,100.883492|12.930843,100.881950|12.930698,100.881958|12.930793,100.882149|12.929269,100.887497|12.931198,100.886253|12.930580,100.886002|12.929532,100.885391&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FH_Pin_xs.png|12.931111,100.884270|12.933420,100.881851|12.930844,100.888718|12.927748,100.883247|12.929098,100.880638|12.928466,100.882149|12.927894,100.883453|12.932431,100.882774|12.928491,100.882446&signature=_nzv6r93VOI_99-HhFTxvtHM39s="
alexander b wrote a review Feb 2019,30,Good bar,"This is a good bar in great location...drink prices are reasonable and breakfast really good ...however a lot of people , tourists and long term residents come to play pool but the condition of the table and the cues is a disgrace ...unless the owner spends a little money recovering the beer stained cloth on the table and getting some decent cues a lot of customers will soon find bars  that have much better equipment","KILKENNY BAR AND GUESTHOUSE - Prices & Guest house Reviews (Pattaya, Thailand) - Tripadvisor","https://maps.google.com/maps/api/staticmap?&channel=ta.desktop.hotel_review&zoom=15&size=811x241&scale=1&client=gme-tripadvisorinc&format=jpg&sensor=false&language=en_US&center=12.930218,100.884605&maptype=roadmap&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fresponsive_map_pins_v2%2FH_Anchor_pin.png|12.930218,100.884605&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FA_Pin_xs.png|12.932666,100.884048|12.927390,100.883560|12.930444,100.885887|12.929448,100.881233|12.929817,100.885033|12.928950,100.884911|12.932004,100.886833|12.930730,100.881668|12.930730,100.881668&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FR_Pin_xs.png|12.929643,100.880836|12.929769,100.883492|12.930843,100.881950|12.930698,100.881958|12.930793,100.882149|12.929269,100.887497|12.931198,100.886253|12.930580,100.886002|12.929532,100.885391&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FH_Pin_xs.png|12.931111,100.884270|12.933420,100.881851|12.930844,100.888718|12.927748,100.883247|12.929098,100.880638|12.928466,100.882149|12.927894,100.883453|12.932431,100.882774|12.928491,100.882446&signature=_nzv6r93VOI_99-HhFTxvtHM39s="
UKDiggby wrote a review Nov 2018,40,Nice bar but....,"This bar is in Soi Metro and is very convenient for Central Pattaya, there is food available and good prices and the staff are good and very attentive. There is Pool table and we wanted a game, but the table was being hogged by a group of men who seemed to use the bar lots.    I asked if we could have a game and was told no despite having my name down for over two hours. We left and returned the following day to find the same group playing again. We had food and left to go to another bar to play pool. We had a look at the rooms there and they seem clean and large and would have no problem staying there.","KILKENNY BAR AND GUESTHOUSE - Prices & Guest house Reviews (Pattaya, Thailand) - Tripadvisor","https://maps.google.com/maps/api/staticmap?&channel=ta.desktop.hotel_review&zoom=15&size=811x241&scale=1&client=gme-tripadvisorinc&format=jpg&sensor=false&language=en_US&center=12.930218,100.884605&maptype=roadmap&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fresponsive_map_pins_v2%2FH_Anchor_pin.png|12.930218,100.884605&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FA_Pin_xs.png|12.932666,100.884048|12.927390,100.883560|12.930444,100.885887|12.929448,100.881233|12.929817,100.885033|12.928950,100.884911|12.932004,100.886833|12.930730,100.881668|12.930730,100.881668&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FR_Pin_xs.png|12.929643,100.880836|12.929769,100.883492|12.930843,100.881950|12.930698,100.881958|12.930793,100.882149|12.929269,100.887497|12.931198,100.886253|12.930580,100.886002|12.929532,100.885391&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FH_Pin_xs.png|12.931111,100.884270|12.933420,100.881851|12.930844,100.888718|12.927748,100.883247|12.929098,100.880638|12.928466,100.882149|12.927894,100.883453|12.932431,100.882774|12.928491,100.882446&signature=_nzv6r93VOI_99-HhFTxvtHM39s="
Dan G wrote a review Nov 2018,50,Great bar and restaurant for people watching on LK Metro,"I have not stayed at the guesthouse but I have started going to the bar and restaurant with frequency. Although I do not play pool, they have a very nice pool table. The prices of the food and drinks are very reasonable and you do not have to buy two drinks at a time like the place across the street. The seating in the bar is very comfortable and there are many nice TVs to watch sporting events. There is always a lot of action in front of the bar which is great for people watching. They have great nightly dinner specials. The pork chop and the seafood spaghetti are very good.","KILKENNY BAR AND GUESTHOUSE - Prices & Guest house Reviews (Pattaya, Thailand) - Tripadvisor","https://maps.google.com/maps/api/staticmap?&channel=ta.desktop.hotel_review&zoom=15&size=811x241&scale=1&client=gme-tripadvisorinc&format=jpg&sensor=false&language=en_US&center=12.930218,100.884605&maptype=roadmap&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fresponsive_map_pins_v2%2FH_Anchor_pin.png|12.930218,100.884605&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FA_Pin_xs.png|12.932666,100.884048|12.927390,100.883560|12.930444,100.885887|12.929448,100.881233|12.929817,100.885033|12.928950,100.884911|12.932004,100.886833|12.930730,100.881668|12.930730,100.881668&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FR_Pin_xs.png|12.929643,100.880836|12.929769,100.883492|12.930843,100.881950|12.930698,100.881958|12.930793,100.882149|12.929269,100.887497|12.931198,100.886253|12.930580,100.886002|12.929532,100.885391&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FH_Pin_xs.png|12.931111,100.884270|12.933420,100.881851|12.930844,100.888718|12.927748,100.883247|12.929098,100.880638|12.928466,100.882149|12.927894,100.883453|12.932431,100.882774|12.928491,100.882446&signature=_nzv6r93VOI_99-HhFTxvtHM39s="
mike wrote a review Aug 2018,10,The worse bar in Pattaya,"Last night I went there with my Thai lady for dinner and drinks.  When I got there I put my name on the board to play pool, but they didn't let me play because I didn't pay the lady in charge of the pool table and I didn't buy a drink for her, after I start complaining about this they told me to leave and not to go there again.  But as they advised free pool table,  Bunch of crap.","KILKENNY BAR AND GUESTHOUSE - Prices & Guest house Reviews (Pattaya, Thailand) - Tripadvisor","https://maps.google.com/maps/api/staticmap?&channel=ta.desktop.hotel_review&zoom=15&size=811x241&scale=1&client=gme-tripadvisorinc&format=jpg&sensor=false&language=en_US&center=12.930218,100.884605&maptype=roadmap&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fresponsive_map_pins_v2%2FH_Anchor_pin.png|12.930218,100.884605&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FA_Pin_xs.png|12.932666,100.884048|12.927390,100.883560|12.930444,100.885887|12.929448,100.881233|12.929817,100.885033|12.928950,100.884911|12.932004,100.886833|12.930730,100.881668|12.930730,100.881668&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FR_Pin_xs.png|12.929643,100.880836|12.929769,100.883492|12.930843,100.881950|12.930698,100.881958|12.930793,100.882149|12.929269,100.887497|12.931198,100.886253|12.930580,100.886002|12.929532,100.885391&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FH_Pin_xs.png|12.931111,100.884270|12.933420,100.881851|12.930844,100.888718|12.927748,100.883247|12.929098,100.880638|12.928466,100.882149|12.927894,100.883453|12.932431,100.882774|12.928491,100.882446&signature=_nzv6r93VOI_99-HhFTxvtHM39s="
freogeek wrote a review Jun 2018,40,Aussie burger,"This place offers an Aussie burger, complete with bacon, egg, beetroot and pineapple. It makes for a big feed. A cold beer completes the meal.  The location allows for some great people watching in a busy soi.","KILKENNY BAR AND GUESTHOUSE - Prices & Guest house Reviews (Pattaya, Thailand) - Tripadvisor","https://maps.google.com/maps/api/staticmap?&channel=ta.desktop.hotel_review&zoom=15&size=811x241&scale=1&client=gme-tripadvisorinc&format=jpg&sensor=false&language=en_US&center=12.930218,100.884605&maptype=roadmap&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fresponsive_map_pins_v2%2FH_Anchor_pin.png|12.930218,100.884605&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FA_Pin_xs.png|12.932666,100.884048|12.927390,100.883560|12.930444,100.885887|12.929448,100.881233|12.929817,100.885033|12.928950,100.884911|12.932004,100.886833|12.930730,100.881668|12.930730,100.881668&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FR_Pin_xs.png|12.929643,100.880836|12.929769,100.883492|12.930843,100.881950|12.930698,100.881958|12.930793,100.882149|12.929269,100.887497|12.931198,100.886253|12.930580,100.886002|12.929532,100.885391&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FH_Pin_xs.png|12.931111,100.884270|12.933420,100.881851|12.930844,100.888718|12.927748,100.883247|12.929098,100.880638|12.928466,100.882149|12.927894,100.883453|12.932431,100.882774|12.928491,100.882446&signature=_nzv6r93VOI_99-HhFTxvtHM39s="
Callum1874 wrote a review Jun 2018,20,Worst in Pattaya,"This bar sums up all that is wrong in Thailand , whilst I can’t go too specific please believe me when I say that this is possibly the worst bar in Thailand .  So many illegal activities it is a matter of time before the authorities realise .  At first looks , it is a large bar, free pool and decent food but scratch below the surface and all its anomalies come to light .","KILKENNY BAR AND GUESTHOUSE - Prices & Guest house Reviews (Pattaya, Thailand) - Tripadvisor","https://maps.google.com/maps/api/staticmap?&channel=ta.desktop.hotel_review&zoom=15&size=811x241&scale=1&client=gme-tripadvisorinc&format=jpg&sensor=false&language=en_US&center=12.930218,100.884605&maptype=roadmap&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fresponsive_map_pins_v2%2FH_Anchor_pin.png|12.930218,100.884605&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FA_Pin_xs.png|12.932666,100.884048|12.927390,100.883560|12.930444,100.885887|12.929448,100.881233|12.929817,100.885033|12.928950,100.884911|12.932004,100.886833|12.930730,100.881668|12.930730,100.881668&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FR_Pin_xs.png|12.929643,100.880836|12.929769,100.883492|12.930843,100.881950|12.930698,100.881958|12.930793,100.882149|12.929269,100.887497|12.931198,100.886253|12.930580,100.886002|12.929532,100.885391&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FH_Pin_xs.png|12.931111,100.884270|12.933420,100.881851|12.930844,100.888718|12.927748,100.883247|12.929098,100.880638|12.928466,100.882149|12.927894,100.883453|12.932431,100.882774|12.928491,100.882446&signature=_nzv6r93VOI_99-HhFTxvtHM39s="
boatingtraveler wrote a review Feb 2018,40,Excellent food and drink prices,This place is some of the best Thai food I’ve had in Thailand . The Penang curry was very Spicey!. Beer was cheap!. Great place to enjoy cheap food and do some good people watching. Great place to go with a group of friends before heading out for the evening .,"KILKENNY BAR AND GUESTHOUSE - Prices & Guest house Reviews (Pattaya, Thailand) - Tripadvisor","https://maps.google.com/maps/api/staticmap?&channel=ta.desktop.hotel_review&zoom=15&size=811x241&scale=1&client=gme-tripadvisorinc&format=jpg&sensor=false&language=en_US&center=12.930218,100.884605&maptype=roadmap&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fresponsive_map_pins_v2%2FH_Anchor_pin.png|12.930218,100.884605&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FA_Pin_xs.png|12.932666,100.884048|12.927390,100.883560|12.930444,100.885887|12.929448,100.881233|12.929817,100.885033|12.928950,100.884911|12.932004,100.886833|12.930730,100.881668|12.930730,100.881668&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FR_Pin_xs.png|12.929643,100.880836|12.929769,100.883492|12.930843,100.881950|12.930698,100.881958|12.930793,100.882149|12.929269,100.887497|12.931198,100.886253|12.930580,100.886002|12.929532,100.885391&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FH_Pin_xs.png|12.931111,100.884270|12.933420,100.881851|12.930844,100.888718|12.927748,100.883247|12.929098,100.880638|12.928466,100.882149|12.927894,100.883453|12.932431,100.882774|12.928491,100.882446&signature=_nzv6r93VOI_99-HhFTxvtHM39s="
Lookingforthegood wrote a review Feb 2018,40,Cannot fault this bar.,"Free pool table but so popular you should be able to book for the next day.  Breakfasts, good enough. Other food good but pricey.  Bar-staff at night, efficient and charming!  Bar-staff in day time - bit grim but nice enough.  Beer good and reasonable price, and no deafening ""band"" rattling the ice in the glasses.","KILKENNY BAR AND GUESTHOUSE - Prices & Guest house Reviews (Pattaya, Thailand) - Tripadvisor","https://maps.google.com/maps/api/staticmap?&channel=ta.desktop.hotel_review&zoom=15&size=811x241&scale=1&client=gme-tripadvisorinc&format=jpg&sensor=false&language=en_US&center=12.930218,100.884605&maptype=roadmap&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fresponsive_map_pins_v2%2FH_Anchor_pin.png|12.930218,100.884605&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FA_Pin_xs.png|12.932666,100.884048|12.927390,100.883560|12.930444,100.885887|12.929448,100.881233|12.929817,100.885033|12.928950,100.884911|12.932004,100.886833|12.930730,100.881668|12.930730,100.881668&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FR_Pin_xs.png|12.929643,100.880836|12.929769,100.883492|12.930843,100.881950|12.930698,100.881958|12.930793,100.882149|12.929269,100.887497|12.931198,100.886253|12.930580,100.886002|12.929532,100.885391&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FH_Pin_xs.png|12.931111,100.884270|12.933420,100.881851|12.930844,100.888718|12.927748,100.883247|12.929098,100.880638|12.928466,100.882149|12.927894,100.883453|12.932431,100.882774|12.928491,100.882446&signature=_nzv6r93VOI_99-HhFTxvtHM39s="
