Ck101 wrote a review Jan 2020,50,Amazing hotel in Jomtien,"I cannot fault this hotel in any possible way and I'm a little fussy with small details.    Stayed for almost a month and all staff encountered including Stefan were very friendly and helpful.    One of the cheapest places to stay in Jomtien area and great location in soi 4 about a 2 minute walk to the beach and main road.    my room was very spacious, comfortable bed and I liked that it has both AC and fan option. Didn't opt for a balcony room as I hardly use a balcony but there was a table and 2 chairs in the room which was very adequate.    I didn't have breakfast during my time there because I prefer to sleep a few more hours in the morning so I can't comment on that but I'm sure it's up to excellent standards.    Thank you for the wonderful stay. Highly recommend your hotel to anyone. Next time I'm in the area I will only stay with you.","STEFAN'S GUESTHOUSE - Prices & Guest house Reviews (Pattaya, Thailand)","https://maps.google.com/maps/api/staticmap?&channel=ta.desktop.hotel_review&zoom=15&size=803x241&scale=1&client=gme-tripadvisorinc&format=jpg&sensor=false&language=en_US&center=12.897133,100.869827&maptype=roadmap&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fresponsive_map_pins_v2%2FH_Anchor_pin.png|12.897133,100.869827|12.897133,100.869827&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FA_Pin_xs.png|12.899167,100.867500|12.896080,100.869667|12.899475,100.867439|12.900520,100.868141|12.900580,100.868202|12.897475,100.868690|12.900520,100.868141&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FR_Pin_xs.png|12.899569,100.866669|12.901288,100.869812|12.900651,100.869537|12.900101,100.868614|12.897036,100.868607|12.896251,100.869408|12.901025,100.869698|12.896970,100.871788|12.898400,100.872490&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FH_Pin_xs.png|12.900978,100.868874|12.901440,100.869987|12.901156,100.869347|12.901293,100.868958|12.897312,100.871132|12.898083,100.868149|12.898530,100.868118|12.897419,100.870224&signature=KlX6GI12vqKfSneZoxtyXui-5jY="
francklt wrote a review May 2019,20,small room without window but clean and with aircon,"small room without window on the first floor    but clean and with aircon    bed clean and confortable    Several steps to Jomtien beach. Also walk 20mins can go to pattaya night market. Jomtien beach is more quite, less crowded than pattaya beach.    bathroom is clean    staff friendly","STEFAN'S GUESTHOUSE - Prices & Guest house Reviews (Pattaya, Thailand)","https://maps.google.com/maps/api/staticmap?&channel=ta.desktop.hotel_review&zoom=15&size=803x241&scale=1&client=gme-tripadvisorinc&format=jpg&sensor=false&language=en_US&center=12.897133,100.869827&maptype=roadmap&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fresponsive_map_pins_v2%2FH_Anchor_pin.png|12.897133,100.869827|12.897133,100.869827&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FA_Pin_xs.png|12.899167,100.867500|12.896080,100.869667|12.899475,100.867439|12.900520,100.868141|12.900580,100.868202|12.897475,100.868690|12.900520,100.868141&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FR_Pin_xs.png|12.899569,100.866669|12.901288,100.869812|12.900651,100.869537|12.900101,100.868614|12.897036,100.868607|12.896251,100.869408|12.901025,100.869698|12.896970,100.871788|12.898400,100.872490&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FH_Pin_xs.png|12.900978,100.868874|12.901440,100.869987|12.901156,100.869347|12.901293,100.868958|12.897312,100.871132|12.898083,100.868149|12.898530,100.868118|12.897419,100.870224&signature=KlX6GI12vqKfSneZoxtyXui-5jY="
Ryan M wrote a review Jun 2018,50,Great place to stay!,"Everyone there was so nice right when I arrived, they treat you very well. The rooms are clean and the air conditioning is very cold. Stayed for a week and had no problems what so ever, it is in the perfect location only a few steps from the beach. Always had the breakfast there in the morning before starting my day and would recommend it to anyone. Definitely going back!","STEFAN'S GUESTHOUSE - Prices & Guest house Reviews (Pattaya, Thailand)","https://maps.google.com/maps/api/staticmap?&channel=ta.desktop.hotel_review&zoom=15&size=803x241&scale=1&client=gme-tripadvisorinc&format=jpg&sensor=false&language=en_US&center=12.897133,100.869827&maptype=roadmap&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fresponsive_map_pins_v2%2FH_Anchor_pin.png|12.897133,100.869827|12.897133,100.869827&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FA_Pin_xs.png|12.899167,100.867500|12.896080,100.869667|12.899475,100.867439|12.900520,100.868141|12.900580,100.868202|12.897475,100.868690|12.900520,100.868141&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FR_Pin_xs.png|12.899569,100.866669|12.901288,100.869812|12.900651,100.869537|12.900101,100.868614|12.897036,100.868607|12.896251,100.869408|12.901025,100.869698|12.896970,100.871788|12.898400,100.872490&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FH_Pin_xs.png|12.900978,100.868874|12.901440,100.869987|12.901156,100.869347|12.901293,100.868958|12.897312,100.871132|12.898083,100.868149|12.898530,100.868118|12.897419,100.870224&signature=KlX6GI12vqKfSneZoxtyXui-5jY="
oceanmatt386 wrote a review May 2018,40,Great place to stay,"Very helpful and serviceminded staff, the rooms are not new but well kept and very clean.  Great location.  At departure day the boss let me do a late check out without any extra cost, much appreciated.  Good wifi.  I recommend this guesthouse","STEFAN'S GUESTHOUSE - Prices & Guest house Reviews (Pattaya, Thailand)","https://maps.google.com/maps/api/staticmap?&channel=ta.desktop.hotel_review&zoom=15&size=803x241&scale=1&client=gme-tripadvisorinc&format=jpg&sensor=false&language=en_US&center=12.897133,100.869827&maptype=roadmap&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fresponsive_map_pins_v2%2FH_Anchor_pin.png|12.897133,100.869827|12.897133,100.869827&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FA_Pin_xs.png|12.899167,100.867500|12.896080,100.869667|12.899475,100.867439|12.900520,100.868141|12.900580,100.868202|12.897475,100.868690|12.900520,100.868141&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FR_Pin_xs.png|12.899569,100.866669|12.901288,100.869812|12.900651,100.869537|12.900101,100.868614|12.897036,100.868607|12.896251,100.869408|12.901025,100.869698|12.896970,100.871788|12.898400,100.872490&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FH_Pin_xs.png|12.900978,100.868874|12.901440,100.869987|12.901156,100.869347|12.901293,100.868958|12.897312,100.871132|12.898083,100.868149|12.898530,100.868118|12.897419,100.870224&signature=KlX6GI12vqKfSneZoxtyXui-5jY="
Daniel H wrote a review Apr 2018,50,Friendly and very halpful staff,We had wonderful stay at the hotel. Friendly staff and very helpful.the room is spacious and very clean.great location just step away from the beach and restaurants.. definitely will come back here again.will recommend this place to my friends too 😊😊,"STEFAN'S GUESTHOUSE - Prices & Guest house Reviews (Pattaya, Thailand)","https://maps.google.com/maps/api/staticmap?&channel=ta.desktop.hotel_review&zoom=15&size=803x241&scale=1&client=gme-tripadvisorinc&format=jpg&sensor=false&language=en_US&center=12.897133,100.869827&maptype=roadmap&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fresponsive_map_pins_v2%2FH_Anchor_pin.png|12.897133,100.869827|12.897133,100.869827&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FA_Pin_xs.png|12.899167,100.867500|12.896080,100.869667|12.899475,100.867439|12.900520,100.868141|12.900580,100.868202|12.897475,100.868690|12.900520,100.868141&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FR_Pin_xs.png|12.899569,100.866669|12.901288,100.869812|12.900651,100.869537|12.900101,100.868614|12.897036,100.868607|12.896251,100.869408|12.901025,100.869698|12.896970,100.871788|12.898400,100.872490&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FH_Pin_xs.png|12.900978,100.868874|12.901440,100.869987|12.901156,100.869347|12.901293,100.868958|12.897312,100.871132|12.898083,100.868149|12.898530,100.868118|12.897419,100.870224&signature=KlX6GI12vqKfSneZoxtyXui-5jY="
ALLAN H wrote a review Jun 2017,40,Another visit to Stefan's Guest House,"I am resubmitting this in case the first attempt did not make it. As always we were made very welcome, the staff are very helpful and friendly. This time we tried the back rooms and whilst they were smaller and had no balcony, they were clean, tidy and quieter than the larger rooms at the front with balcony. Very good value for money with breakfast included in the rate charged. The arrangements for the transport and the golf by Stefan's worked very well. Will always be happy to go back and invariably wish each time I could stay longer.","STEFAN'S GUESTHOUSE - Prices & Guest house Reviews (Pattaya, Thailand)","https://maps.google.com/maps/api/staticmap?&channel=ta.desktop.hotel_review&zoom=15&size=803x241&scale=1&client=gme-tripadvisorinc&format=jpg&sensor=false&language=en_US&center=12.897133,100.869827&maptype=roadmap&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fresponsive_map_pins_v2%2FH_Anchor_pin.png|12.897133,100.869827|12.897133,100.869827&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FA_Pin_xs.png|12.899167,100.867500|12.896080,100.869667|12.899475,100.867439|12.900520,100.868141|12.900580,100.868202|12.897475,100.868690|12.900520,100.868141&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FR_Pin_xs.png|12.899569,100.866669|12.901288,100.869812|12.900651,100.869537|12.900101,100.868614|12.897036,100.868607|12.896251,100.869408|12.901025,100.869698|12.896970,100.871788|12.898400,100.872490&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FH_Pin_xs.png|12.900978,100.868874|12.901440,100.869987|12.901156,100.869347|12.901293,100.868958|12.897312,100.871132|12.898083,100.868149|12.898530,100.868118|12.897419,100.870224&signature=KlX6GI12vqKfSneZoxtyXui-5jY="
David S wrote a review May 2017,40,Good guesthouse. New towels please,Stayed for 6 days in May. Started in a small double room but was able to get a free upgrade to a bigger room after 2 days. Friendly and helpful staff. Only downside is was that the towels were very old thin and quite often patched. Although clean did not leave a good impression. Not the cheapest but is well situated near beach and bars and restaurants.,"STEFAN'S GUESTHOUSE - Prices & Guest house Reviews (Pattaya, Thailand)","https://maps.google.com/maps/api/staticmap?&channel=ta.desktop.hotel_review&zoom=15&size=803x241&scale=1&client=gme-tripadvisorinc&format=jpg&sensor=false&language=en_US&center=12.897133,100.869827&maptype=roadmap&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fresponsive_map_pins_v2%2FH_Anchor_pin.png|12.897133,100.869827|12.897133,100.869827&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FA_Pin_xs.png|12.899167,100.867500|12.896080,100.869667|12.899475,100.867439|12.900520,100.868141|12.900580,100.868202|12.897475,100.868690|12.900520,100.868141&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FR_Pin_xs.png|12.899569,100.866669|12.901288,100.869812|12.900651,100.869537|12.900101,100.868614|12.897036,100.868607|12.896251,100.869408|12.901025,100.869698|12.896970,100.871788|12.898400,100.872490&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FH_Pin_xs.png|12.900978,100.868874|12.901440,100.869987|12.901156,100.869347|12.901293,100.868958|12.897312,100.871132|12.898083,100.868149|12.898530,100.868118|12.897419,100.870224&signature=KlX6GI12vqKfSneZoxtyXui-5jY="
119capco wrote a review Sep 2016,10,Customer review,"Two thumbs down, had a horrible experience with the management/ owner. All over a misunderstanding the police were called out, our money returned and thrown out on the street with two small children, luggage and pouring down rain at 12 midnight! Will never return.","STEFAN'S GUESTHOUSE - Prices & Guest house Reviews (Pattaya, Thailand)","https://maps.google.com/maps/api/staticmap?&channel=ta.desktop.hotel_review&zoom=15&size=803x241&scale=1&client=gme-tripadvisorinc&format=jpg&sensor=false&language=en_US&center=12.897133,100.869827&maptype=roadmap&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fresponsive_map_pins_v2%2FH_Anchor_pin.png|12.897133,100.869827|12.897133,100.869827&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FA_Pin_xs.png|12.899167,100.867500|12.896080,100.869667|12.899475,100.867439|12.900520,100.868141|12.900580,100.868202|12.897475,100.868690|12.900520,100.868141&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FR_Pin_xs.png|12.899569,100.866669|12.901288,100.869812|12.900651,100.869537|12.900101,100.868614|12.897036,100.868607|12.896251,100.869408|12.901025,100.869698|12.896970,100.871788|12.898400,100.872490&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FH_Pin_xs.png|12.900978,100.868874|12.901440,100.869987|12.901156,100.869347|12.901293,100.868958|12.897312,100.871132|12.898083,100.868149|12.898530,100.868118|12.897419,100.870224&signature=KlX6GI12vqKfSneZoxtyXui-5jY="
Neville S wrote a review Aug 2016,50,Great Place to Stay for 1 or 2 persons,"In the past booked a group of 12 golfers from Australian there for a weeks stay. Not one complaint. This time it was my need for a room. Highly recommend the hotel for location, staff, food and cleanliness of the room. For say a 3 star hotel, brilliant.","STEFAN'S GUESTHOUSE - Prices & Guest house Reviews (Pattaya, Thailand)","https://maps.google.com/maps/api/staticmap?&channel=ta.desktop.hotel_review&zoom=15&size=803x241&scale=1&client=gme-tripadvisorinc&format=jpg&sensor=false&language=en_US&center=12.897133,100.869827&maptype=roadmap&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fresponsive_map_pins_v2%2FH_Anchor_pin.png|12.897133,100.869827|12.897133,100.869827&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FA_Pin_xs.png|12.899167,100.867500|12.896080,100.869667|12.899475,100.867439|12.900520,100.868141|12.900580,100.868202|12.897475,100.868690|12.900520,100.868141&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FR_Pin_xs.png|12.899569,100.866669|12.901288,100.869812|12.900651,100.869537|12.900101,100.868614|12.897036,100.868607|12.896251,100.869408|12.901025,100.869698|12.896970,100.871788|12.898400,100.872490&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FH_Pin_xs.png|12.900978,100.868874|12.901440,100.869987|12.901156,100.869347|12.901293,100.868958|12.897312,100.871132|12.898083,100.868149|12.898530,100.868118|12.897419,100.870224&signature=KlX6GI12vqKfSneZoxtyXui-5jY="
NOTEV wrote a review Jan 2016,30,Budget with quality,"This is a guest house in Jomtien/Pattaya that was a nice surprise. After deciding to stay another night in the area we just took a taxi to beach road in Jomtien and ended up at Stefan's. The room had a fairly new AC, but it did in fact lit up the room at night due to the LED light that sows it was on.    The rooms were clean and the receptionist could speak English very well. The resonnable room price included breakfast that was a selection of different country specialities like American, Belgic, French etc. It was in fact more expensive to have a few toasts with jam, than a full breakfast.    Unfortunately they were fully booket the next night so we had to move to another place after this. It was free WiFi but it has stability issues, so probably not suited for video calls or similar.","STEFAN'S GUESTHOUSE - Prices & Guest house Reviews (Pattaya, Thailand)","https://maps.google.com/maps/api/staticmap?&channel=ta.desktop.hotel_review&zoom=15&size=803x241&scale=1&client=gme-tripadvisorinc&format=jpg&sensor=false&language=en_US&center=12.897133,100.869827&maptype=roadmap&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fresponsive_map_pins_v2%2FH_Anchor_pin.png|12.897133,100.869827|12.897133,100.869827&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FA_Pin_xs.png|12.899167,100.867500|12.896080,100.869667|12.899475,100.867439|12.900520,100.868141|12.900580,100.868202|12.897475,100.868690|12.900520,100.868141&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FR_Pin_xs.png|12.899569,100.866669|12.901288,100.869812|12.900651,100.869537|12.900101,100.868614|12.897036,100.868607|12.896251,100.869408|12.901025,100.869698|12.896970,100.871788|12.898400,100.872490&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FH_Pin_xs.png|12.900978,100.868874|12.901440,100.869987|12.901156,100.869347|12.901293,100.868958|12.897312,100.871132|12.898083,100.868149|12.898530,100.868118|12.897419,100.870224&signature=KlX6GI12vqKfSneZoxtyXui-5jY="
