James C wrote a review Apr 2020,30,Hotel has since closed down,The hotel has closed down. In fact tbey were removing goods while the last customers were still there last week. Impossible to know why or get a true answer. It was getting rather dates but was quiet with a lovely pool area not crowded by children. Staff were lovely and hotel was well situated.,"DUAN NAM ING HOTEL - Reviews (Pattaya, Thailand) - Tripadvisor","https://maps.google.com/maps/api/staticmap?&channel=ta.desktop.hotel_review&zoom=15&size=803x241&scale=1&client=gme-tripadvisorinc&format=jpg&sensor=false&language=en_US&center=12.928950,100.884911&maptype=roadmap&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fresponsive_map_pins_v2%2FH_Anchor_pin.png|12.928950,100.884911&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FA_Pin_xs.png|12.932666,100.884048|12.927390,100.883560|12.930444,100.885887|12.929448,100.881233|12.925632,100.883415|12.929817,100.885033|12.928950,100.884911|12.924911,100.885117|12.932004,100.886833&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FR_Pin_xs.png|12.929643,100.880836|12.929769,100.883492|12.930843,100.881950|12.930698,100.881958|12.930793,100.882149|12.929269,100.887497|12.931198,100.886253|12.930580,100.886002|12.929532,100.885391&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FH_Pin_xs.png|12.931111,100.884270|12.930844,100.888718|12.927748,100.883247|12.929098,100.880638|12.928466,100.882149|12.927894,100.883453|12.932431,100.882774|12.928491,100.882446|12.930957,100.887589&signature=yc-3H9VbsK3ZHNUC90c9lj1JChY="
SnapCooeee wrote a review Feb 2020,30,"Quite OK, but the owners need to improve the premises.","My friend and I moved to this hotel for 9 nights because the hotel down the road would not reduce their price for a week or more stay. The hotel published photos on the internet are definitely old. In reality everything is very worn or run down, including the pool area. THE POOL WAS CLEAN.    Having said that, I WOULD STAY AGAIN!    The rooms are very spacious, equipped with basic toiletries and water. No kettle, but there is a cold and hot water dispenser downstairs near the reception desk. Nook (นุก) on reception, was invaluable. She helped us immensely! If it wasn’t for her, my rating would be lower.    Cons: No lift, but we were only on the second floor. Rooms needed deep cleaning and dusting. I’m guessing management doesn’t pay their staff enough for a thorough job. Management/owner needs to SPEND A LITTLE MONEY on furniture restoration. If you are a light sleeper, pay extra for a Pool side room OR take ear plugs.    Pros: Great location. Nice pool. Big rooms. Nook (นุก). Large fridge. Comfy bed. Good internet, sat TV, air con and hot water.","DUAN NAM ING HOTEL - Reviews (Pattaya, Thailand) - Tripadvisor","https://maps.google.com/maps/api/staticmap?&channel=ta.desktop.hotel_review&zoom=15&size=803x241&scale=1&client=gme-tripadvisorinc&format=jpg&sensor=false&language=en_US&center=12.928950,100.884911&maptype=roadmap&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fresponsive_map_pins_v2%2FH_Anchor_pin.png|12.928950,100.884911&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FA_Pin_xs.png|12.932666,100.884048|12.927390,100.883560|12.930444,100.885887|12.929448,100.881233|12.925632,100.883415|12.929817,100.885033|12.928950,100.884911|12.924911,100.885117|12.932004,100.886833&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FR_Pin_xs.png|12.929643,100.880836|12.929769,100.883492|12.930843,100.881950|12.930698,100.881958|12.930793,100.882149|12.929269,100.887497|12.931198,100.886253|12.930580,100.886002|12.929532,100.885391&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FH_Pin_xs.png|12.931111,100.884270|12.930844,100.888718|12.927748,100.883247|12.929098,100.880638|12.928466,100.882149|12.927894,100.883453|12.932431,100.882774|12.928491,100.882446|12.930957,100.887589&signature=yc-3H9VbsK3ZHNUC90c9lj1JChY="
Graham W wrote a review Dec 2018,40,Great location,"Perfect location on Soi Buakhao as it is close to many eateries, bars etc. Although the hotel is a bit tired it is spotlessly clean and the staff from front desk to the cleaners are very friendly and helpful. The swimming pool is always clean and has plenty of sunbeds and is usually very quiet. On a room tip I would always ask for a poolside room as we initially had a street side room but found it extremely noisy until the early hours.","DUAN NAM ING HOTEL - Reviews (Pattaya, Thailand) - Tripadvisor","https://maps.google.com/maps/api/staticmap?&channel=ta.desktop.hotel_review&zoom=15&size=803x241&scale=1&client=gme-tripadvisorinc&format=jpg&sensor=false&language=en_US&center=12.928950,100.884911&maptype=roadmap&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fresponsive_map_pins_v2%2FH_Anchor_pin.png|12.928950,100.884911&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FA_Pin_xs.png|12.932666,100.884048|12.927390,100.883560|12.930444,100.885887|12.929448,100.881233|12.925632,100.883415|12.929817,100.885033|12.928950,100.884911|12.924911,100.885117|12.932004,100.886833&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FR_Pin_xs.png|12.929643,100.880836|12.929769,100.883492|12.930843,100.881950|12.930698,100.881958|12.930793,100.882149|12.929269,100.887497|12.931198,100.886253|12.930580,100.886002|12.929532,100.885391&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FH_Pin_xs.png|12.931111,100.884270|12.930844,100.888718|12.927748,100.883247|12.929098,100.880638|12.928466,100.882149|12.927894,100.883453|12.932431,100.882774|12.928491,100.882446|12.930957,100.887589&signature=yc-3H9VbsK3ZHNUC90c9lj1JChY="
terry2009Manchester wrote a review Jul 2018,30,Low budget faulty towers,"I’ve only just checked out of this hotel after booking for two nights .    I’ve never stayed here before but due to the culmination of Buddha day and the Kings birthday most local hotels were full.    This is an outdated hotel that has certainly seen better days . The price charged by agoda was well over the day rate you can get as a walk in customer .    The rooms are as basic as they come , bed , fridge , tv, walk-in shower and toilet .    No lift so be aware of carrying heavy bags    The pool is dangerous.    The steps Into the deep end are broken and sharp metal is exposed  The steps Into the shallow end are slowing crumbling away and exposing the edges of sharp mosaic blue tiles .    The pool towels are also full of holes .    Two ladies on reception were particularly friendly and helpful and were the highlight of the stay.","DUAN NAM ING HOTEL - Reviews (Pattaya, Thailand) - Tripadvisor","https://maps.google.com/maps/api/staticmap?&channel=ta.desktop.hotel_review&zoom=15&size=803x241&scale=1&client=gme-tripadvisorinc&format=jpg&sensor=false&language=en_US&center=12.928950,100.884911&maptype=roadmap&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fresponsive_map_pins_v2%2FH_Anchor_pin.png|12.928950,100.884911&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FA_Pin_xs.png|12.932666,100.884048|12.927390,100.883560|12.930444,100.885887|12.929448,100.881233|12.925632,100.883415|12.929817,100.885033|12.928950,100.884911|12.924911,100.885117|12.932004,100.886833&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FR_Pin_xs.png|12.929643,100.880836|12.929769,100.883492|12.930843,100.881950|12.930698,100.881958|12.930793,100.882149|12.929269,100.887497|12.931198,100.886253|12.930580,100.886002|12.929532,100.885391&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FH_Pin_xs.png|12.931111,100.884270|12.930844,100.888718|12.927748,100.883247|12.929098,100.880638|12.928466,100.882149|12.927894,100.883453|12.932431,100.882774|12.928491,100.882446|12.930957,100.887589&signature=yc-3H9VbsK3ZHNUC90c9lj1JChY="
chriso1966 wrote a review Jun 2017,40,So glad to have stayed here,Soi bukhoaw is the area I always look to stay when I come to pattaya as it's near everything I need . in saying that hotels are plenty and many to choose from. This hotel price wise was great the pool area was quiet and the pool it's self was a nice size the staff I found was helpful and I enjoyed having some nice conversions with one lady staff member . the room although aged was good enough had a nice balcony which I enjoyed chilling out in the bed was comfortable shower done its job the room I stayed in had no safety box they do have boxes at reception the hours are ltd to when u can access them location of this hotel is spot on for me ..ideal .. the hotel is guest friendly as most are only down side is no lift to higher floors however worth asking for a lower floor room then the stairs is not an issue thumbs up from Me for this hotel I will look to stay again,"DUAN NAM ING HOTEL - Reviews (Pattaya, Thailand) - Tripadvisor","https://maps.google.com/maps/api/staticmap?&channel=ta.desktop.hotel_review&zoom=15&size=803x241&scale=1&client=gme-tripadvisorinc&format=jpg&sensor=false&language=en_US&center=12.928950,100.884911&maptype=roadmap&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fresponsive_map_pins_v2%2FH_Anchor_pin.png|12.928950,100.884911&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FA_Pin_xs.png|12.932666,100.884048|12.927390,100.883560|12.930444,100.885887|12.929448,100.881233|12.925632,100.883415|12.929817,100.885033|12.928950,100.884911|12.924911,100.885117|12.932004,100.886833&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FR_Pin_xs.png|12.929643,100.880836|12.929769,100.883492|12.930843,100.881950|12.930698,100.881958|12.930793,100.882149|12.929269,100.887497|12.931198,100.886253|12.930580,100.886002|12.929532,100.885391&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FH_Pin_xs.png|12.931111,100.884270|12.930844,100.888718|12.927748,100.883247|12.929098,100.880638|12.928466,100.882149|12.927894,100.883453|12.932431,100.882774|12.928491,100.882446|12.930957,100.887589&signature=yc-3H9VbsK3ZHNUC90c9lj1JChY="
Mark W wrote a review Jan 2017,10,Low budget,"Although my expectations weren't high the way I was treated by the reception staff makes me wonder how they ever get customers ?? Rude obnoxious arrogance and bullying to say the least but heard the hotel is clean, obviously not done by them ??? If you read some of the other reviews it's happened before and nothing ruins a place or an experience more than poor staff, this place tops the bill for extremely bad staff  Avoid at all costs","DUAN NAM ING HOTEL - Reviews (Pattaya, Thailand) - Tripadvisor","https://maps.google.com/maps/api/staticmap?&channel=ta.desktop.hotel_review&zoom=15&size=803x241&scale=1&client=gme-tripadvisorinc&format=jpg&sensor=false&language=en_US&center=12.928950,100.884911&maptype=roadmap&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fresponsive_map_pins_v2%2FH_Anchor_pin.png|12.928950,100.884911&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FA_Pin_xs.png|12.932666,100.884048|12.927390,100.883560|12.930444,100.885887|12.929448,100.881233|12.925632,100.883415|12.929817,100.885033|12.928950,100.884911|12.924911,100.885117|12.932004,100.886833&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FR_Pin_xs.png|12.929643,100.880836|12.929769,100.883492|12.930843,100.881950|12.930698,100.881958|12.930793,100.882149|12.929269,100.887497|12.931198,100.886253|12.930580,100.886002|12.929532,100.885391&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FH_Pin_xs.png|12.931111,100.884270|12.930844,100.888718|12.927748,100.883247|12.929098,100.880638|12.928466,100.882149|12.927894,100.883453|12.932431,100.882774|12.928491,100.882446|12.930957,100.887589&signature=yc-3H9VbsK3ZHNUC90c9lj1JChY="
survivortemel wrote a review Jan 2017,40,Clean place,Old but very clean place . Except one lady all staff were very friendly and helpful. The hotel has no elevator. For older people l would recommend the first floor only. You can bring also ladies in to Your room as l heard from other tourists,"DUAN NAM ING HOTEL - Reviews (Pattaya, Thailand) - Tripadvisor","https://maps.google.com/maps/api/staticmap?&channel=ta.desktop.hotel_review&zoom=15&size=803x241&scale=1&client=gme-tripadvisorinc&format=jpg&sensor=false&language=en_US&center=12.928950,100.884911&maptype=roadmap&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fresponsive_map_pins_v2%2FH_Anchor_pin.png|12.928950,100.884911&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FA_Pin_xs.png|12.932666,100.884048|12.927390,100.883560|12.930444,100.885887|12.929448,100.881233|12.925632,100.883415|12.929817,100.885033|12.928950,100.884911|12.924911,100.885117|12.932004,100.886833&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FR_Pin_xs.png|12.929643,100.880836|12.929769,100.883492|12.930843,100.881950|12.930698,100.881958|12.930793,100.882149|12.929269,100.887497|12.931198,100.886253|12.930580,100.886002|12.929532,100.885391&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FH_Pin_xs.png|12.931111,100.884270|12.930844,100.888718|12.927748,100.883247|12.929098,100.880638|12.928466,100.882149|12.927894,100.883453|12.932431,100.882774|12.928491,100.882446|12.930957,100.887589&signature=yc-3H9VbsK3ZHNUC90c9lj1JChY="
cmsflorence wrote a review Sep 2016,40,Great Friendly Hotel for the Money,I have stayed at this hotel many times over the years. It is a very cheap area filled with good little restaurants and with access to all the sites. The staff will remember you and make sure that you are in the room that you want. A very nice and clean pool is a refreshing experience after a day of walking around.    The hotel rooms are comfortable and clean. They could use a bit of updating as they have not changed over the years. I will continue to stay here in the future.,"DUAN NAM ING HOTEL - Reviews (Pattaya, Thailand) - Tripadvisor","https://maps.google.com/maps/api/staticmap?&channel=ta.desktop.hotel_review&zoom=15&size=803x241&scale=1&client=gme-tripadvisorinc&format=jpg&sensor=false&language=en_US&center=12.928950,100.884911&maptype=roadmap&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fresponsive_map_pins_v2%2FH_Anchor_pin.png|12.928950,100.884911&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FA_Pin_xs.png|12.932666,100.884048|12.927390,100.883560|12.930444,100.885887|12.929448,100.881233|12.925632,100.883415|12.929817,100.885033|12.928950,100.884911|12.924911,100.885117|12.932004,100.886833&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FR_Pin_xs.png|12.929643,100.880836|12.929769,100.883492|12.930843,100.881950|12.930698,100.881958|12.930793,100.882149|12.929269,100.887497|12.931198,100.886253|12.930580,100.886002|12.929532,100.885391&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FH_Pin_xs.png|12.931111,100.884270|12.930844,100.888718|12.927748,100.883247|12.929098,100.880638|12.928466,100.882149|12.927894,100.883453|12.932431,100.882774|12.928491,100.882446|12.930957,100.887589&signature=yc-3H9VbsK3ZHNUC90c9lj1JChY="
Luke M wrote a review Feb 2016,40,Hotel staff are amazing,Visited my friend who stays here every time he visits Thailand (anthony). Hotel rooms are basic but everything you need. The hotel staff are very very friendly which is a big big bonus to this hotel the reception staff are a credit to the hotel. Very genuine caring people :),"DUAN NAM ING HOTEL - Reviews (Pattaya, Thailand) - Tripadvisor","https://maps.google.com/maps/api/staticmap?&channel=ta.desktop.hotel_review&zoom=15&size=803x241&scale=1&client=gme-tripadvisorinc&format=jpg&sensor=false&language=en_US&center=12.928950,100.884911&maptype=roadmap&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fresponsive_map_pins_v2%2FH_Anchor_pin.png|12.928950,100.884911&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FA_Pin_xs.png|12.932666,100.884048|12.927390,100.883560|12.930444,100.885887|12.929448,100.881233|12.925632,100.883415|12.929817,100.885033|12.928950,100.884911|12.924911,100.885117|12.932004,100.886833&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FR_Pin_xs.png|12.929643,100.880836|12.929769,100.883492|12.930843,100.881950|12.930698,100.881958|12.930793,100.882149|12.929269,100.887497|12.931198,100.886253|12.930580,100.886002|12.929532,100.885391&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FH_Pin_xs.png|12.931111,100.884270|12.930844,100.888718|12.927748,100.883247|12.929098,100.880638|12.928466,100.882149|12.927894,100.883453|12.932431,100.882774|12.928491,100.882446|12.930957,100.887589&signature=yc-3H9VbsK3ZHNUC90c9lj1JChY="
Gary094 wrote a review Jan 2016,30,Hotel Ok,"Stayed here again now a 2nd time, only because all other hotels nearby booked out over the xmas/Nye period.  Rooms are ok, cleaned everyday , the standard rooms just have a small wet bathroom, the water from shower goes everywhere & the shower hose was short which made it even worse.  The ""delux"" rooms have an enclosed shower and a 4 poster bed with light curtains around it ( see Pics).  Wifi is near non existent , rarely worked I was on 2nd floor.  The pool was good , had a lot of shade in afternoons as surrounded by larger blds., couple of days they ran out of pool towels if u went to pool after lunch, just had to use room towels , didn't bother me too much.  Friendly reception & cleaning staff.  Oneday I got back to hotel and asked for key, I went upstairs & it wouldn't work, I was given the wrong key , to a room on a higher level at other end of bld. this wasn't good , if a dishonest person took it could of went through a other persons room.  Rooms have no safe , but they have security boxes behind reception which I felt safe & had no probs with.  Booking rooms with hotel via email wasn't easy as they don't always return emails, lot easier to book with Agoda.  Has no lift so try & get rooms on 2nd floor if u have heavy bags, & try get room at back of hotel overlooking pool as rooms at front get all noise from the bars, loud music ppl screaming till early hrs of the morning.  better hotels nearby for about same price. only stay again if others booked out.","DUAN NAM ING HOTEL - Reviews (Pattaya, Thailand) - Tripadvisor","https://maps.google.com/maps/api/staticmap?&channel=ta.desktop.hotel_review&zoom=15&size=803x241&scale=1&client=gme-tripadvisorinc&format=jpg&sensor=false&language=en_US&center=12.928950,100.884911&maptype=roadmap&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fresponsive_map_pins_v2%2FH_Anchor_pin.png|12.928950,100.884911&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FA_Pin_xs.png|12.932666,100.884048|12.927390,100.883560|12.930444,100.885887|12.929448,100.881233|12.925632,100.883415|12.929817,100.885033|12.928950,100.884911|12.924911,100.885117|12.932004,100.886833&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FR_Pin_xs.png|12.929643,100.880836|12.929769,100.883492|12.930843,100.881950|12.930698,100.881958|12.930793,100.882149|12.929269,100.887497|12.931198,100.886253|12.930580,100.886002|12.929532,100.885391&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FH_Pin_xs.png|12.931111,100.884270|12.930844,100.888718|12.927748,100.883247|12.929098,100.880638|12.928466,100.882149|12.927894,100.883453|12.932431,100.882774|12.928491,100.882446|12.930957,100.887589&signature=yc-3H9VbsK3ZHNUC90c9lj1JChY="
