Mel F wrote a review Jan 2020,40,nice quiet place convenient and close to beach n pubs,I had a pleasant stay with my family - the staff was very helpful and welcoming and at times went out of their way to assist inspite of not understanding English well..special thanks to our driver Ching who took us around wherever we needed to and Kum Preeda and K.,HILLSIDE RESORT PATTAYA - Prices & Hotel Reviews (Thailand) - Tripadvisor,"https://maps.google.com/maps/api/staticmap?&channel=ta.desktop.hotel_review&zoom=15&size=803x241&scale=1&client=gme-tripadvisorinc&format=jpg&sensor=false&language=en_US&center=12.917124,100.865776&maptype=roadmap&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fresponsive_map_pins_v2%2FH_Anchor_pin.png|12.917124,100.865776&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FA_Pin_xs.png|12.914870,100.868263|12.920770,100.866524|12.919580,100.867058|12.916930,100.866753|12.917850,100.867500|12.915430,100.865410|12.917980,100.868912&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FR_Pin_xs.png|12.918758,100.869606|12.913967,100.867020|12.915426,100.866028|12.921231,100.866676|12.915284,100.862770|12.915576,100.866371|12.915956,100.862373|12.916930,100.866753|12.914410,100.866608&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FH_Pin_xs.png|12.913719,100.867088|12.915452,100.862419|12.915844,100.866249|12.916349,100.870102|12.914198,100.867195|12.919668,100.862770|12.916614,100.862007|12.915245,100.862549|12.919222,100.862717&signature=uf8HwOc2eM5lN1ZVPkoWX5yZA2Q="
David L wrote a review Mar 2018,20,Typical business run on a shoestring,"Looks really nice on arrival - very handily located for the Pattaya Big Buddha.  Reception - guy behind the counter appeared to not know that he worked in a hotel - comical conversation where he didn't know anything about the check-in process or how to check we had a booking.  Eventually, after a chat with another staff member we ended up with the room we had booked. Be aware, there are NO LIFTS so if you have heavy cases, be prepared to get sweaty!  Very hard bed with a mattress that had seen better days - the springs creaked every time you moved. This is a shame as the room was spotless and the cleaner (she was just finishing as we arrived) had taken the time to spray the room for bugs and had obviosly cleaned the room to a high standard.  Another hotel that has a tired feeling where too little investment has been made in either facilities or staff well being - very disgruntled staff that appear frightened to do the right thing i.e. look after the customer!  Very noisy air conditioning that vibrated through the room all night.  One of those ""run around until you get wet"" showers. Toilet that continually overflowed so running water noise all night.  Breakfast was a complete joke - obviously the staff have been told only to give out a certain amount of things (each plate of items is carefully counted out before serving) but basically it amounted to 6 pieces of potatoes, 8-9 baked beans and 2 (maybe 3) small pieces of bacon (if you choose that option) and a very small portion of scrambled egg or a an omelette. If you eat outside the dining room (which seems like a pleasant idea if it's a nice day - make sure you have bug spray or you will get eaten alive).  No rice available for those who are Asian (it's a staple diet item for Thais - er, and we are in Thailand).  No chance of getting anything more other than perhaps a couple of bits of toast (with absolutely awful jam if you want it) - I even felt guilty having a second cup of coffee!  Such a shame, this place has lots of potential but the owners seem determined to wring every last bit of yield out of it before doing anything about replacing things or fixing things properly - the room I was in had a particularly dangerous electrical socket for the bedside lamp that had ""electrocution"" written all over it!  For the owners: Cushions in the reception area seating were disgusting - please change them!  Spend some cash repairing things and getting things looking better - rusty air con units and broken palisade posts around the pool and other areas just shows you don't care and are determined to milk it for everything you can. It's a lovely place with a great location and you are in danger of messing it up. Stop building new things and instead invest in what you have.",HILLSIDE RESORT PATTAYA - Prices & Hotel Reviews (Thailand) - Tripadvisor,"https://maps.google.com/maps/api/staticmap?&channel=ta.desktop.hotel_review&zoom=15&size=803x241&scale=1&client=gme-tripadvisorinc&format=jpg&sensor=false&language=en_US&center=12.917124,100.865776&maptype=roadmap&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fresponsive_map_pins_v2%2FH_Anchor_pin.png|12.917124,100.865776&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FA_Pin_xs.png|12.914870,100.868263|12.920770,100.866524|12.919580,100.867058|12.916930,100.866753|12.917850,100.867500|12.915430,100.865410|12.917980,100.868912&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FR_Pin_xs.png|12.918758,100.869606|12.913967,100.867020|12.915426,100.866028|12.921231,100.866676|12.915284,100.862770|12.915576,100.866371|12.915956,100.862373|12.916930,100.866753|12.914410,100.866608&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FH_Pin_xs.png|12.913719,100.867088|12.915452,100.862419|12.915844,100.866249|12.916349,100.870102|12.914198,100.867195|12.919668,100.862770|12.916614,100.862007|12.915245,100.862549|12.919222,100.862717&signature=uf8HwOc2eM5lN1ZVPkoWX5yZA2Q="
trix526 wrote a review Feb 2018,50,"Great location, Good views and welcoming staff.","Affordable resort located just close enough to all the action and yet in a serene environment. Nice clean room with a comfy bed and a lovely view from the balcony, I couldnt ask for more. The staff are really friendly and catered to our every need. I would definitely come back here again.",HILLSIDE RESORT PATTAYA - Prices & Hotel Reviews (Thailand) - Tripadvisor,"https://maps.google.com/maps/api/staticmap?&channel=ta.desktop.hotel_review&zoom=15&size=803x241&scale=1&client=gme-tripadvisorinc&format=jpg&sensor=false&language=en_US&center=12.917124,100.865776&maptype=roadmap&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fresponsive_map_pins_v2%2FH_Anchor_pin.png|12.917124,100.865776&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FA_Pin_xs.png|12.914870,100.868263|12.920770,100.866524|12.919580,100.867058|12.916930,100.866753|12.917850,100.867500|12.915430,100.865410|12.917980,100.868912&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FR_Pin_xs.png|12.918758,100.869606|12.913967,100.867020|12.915426,100.866028|12.921231,100.866676|12.915284,100.862770|12.915576,100.866371|12.915956,100.862373|12.916930,100.866753|12.914410,100.866608&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FH_Pin_xs.png|12.913719,100.867088|12.915452,100.862419|12.915844,100.866249|12.916349,100.870102|12.914198,100.867195|12.919668,100.862770|12.916614,100.862007|12.915245,100.862549|12.919222,100.862717&signature=uf8HwOc2eM5lN1ZVPkoWX5yZA2Q="
Tekima wrote a review Jan 2018,50,Lovely Hotel,"It was anice place to stay there,clean room and ausome food and helpful staff...beautiful garden and not far from market an beaches....its quiet family type resort and i would recommend this place....excellent 👍",HILLSIDE RESORT PATTAYA - Prices & Hotel Reviews (Thailand) - Tripadvisor,"https://maps.google.com/maps/api/staticmap?&channel=ta.desktop.hotel_review&zoom=15&size=803x241&scale=1&client=gme-tripadvisorinc&format=jpg&sensor=false&language=en_US&center=12.917124,100.865776&maptype=roadmap&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fresponsive_map_pins_v2%2FH_Anchor_pin.png|12.917124,100.865776&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FA_Pin_xs.png|12.914870,100.868263|12.920770,100.866524|12.919580,100.867058|12.916930,100.866753|12.917850,100.867500|12.915430,100.865410|12.917980,100.868912&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FR_Pin_xs.png|12.918758,100.869606|12.913967,100.867020|12.915426,100.866028|12.921231,100.866676|12.915284,100.862770|12.915576,100.866371|12.915956,100.862373|12.916930,100.866753|12.914410,100.866608&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FH_Pin_xs.png|12.913719,100.867088|12.915452,100.862419|12.915844,100.866249|12.916349,100.870102|12.914198,100.867195|12.919668,100.862770|12.916614,100.862007|12.915245,100.862549|12.919222,100.862717&signature=uf8HwOc2eM5lN1ZVPkoWX5yZA2Q="
Lemreiwon S wrote a review Jan 2018,50,Excellent hotel,"Very beautiful hotel, quite place, nice garden, i love the swimming pool Rooms are very need and clean all the staff are nice and friendly we enjoy staying there, would love to come back again.  Thank u Hillside resort.",HILLSIDE RESORT PATTAYA - Prices & Hotel Reviews (Thailand) - Tripadvisor,"https://maps.google.com/maps/api/staticmap?&channel=ta.desktop.hotel_review&zoom=15&size=803x241&scale=1&client=gme-tripadvisorinc&format=jpg&sensor=false&language=en_US&center=12.917124,100.865776&maptype=roadmap&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fresponsive_map_pins_v2%2FH_Anchor_pin.png|12.917124,100.865776&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FA_Pin_xs.png|12.914870,100.868263|12.920770,100.866524|12.919580,100.867058|12.916930,100.866753|12.917850,100.867500|12.915430,100.865410|12.917980,100.868912&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FR_Pin_xs.png|12.918758,100.869606|12.913967,100.867020|12.915426,100.866028|12.921231,100.866676|12.915284,100.862770|12.915576,100.866371|12.915956,100.862373|12.916930,100.866753|12.914410,100.866608&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FH_Pin_xs.png|12.913719,100.867088|12.915452,100.862419|12.915844,100.866249|12.916349,100.870102|12.914198,100.867195|12.919668,100.862770|12.916614,100.862007|12.915245,100.862549|12.919222,100.862717&signature=uf8HwOc2eM5lN1ZVPkoWX5yZA2Q="
Lienminsei L wrote a review Jan 2018,50,"very beautiful rooms need and clean,swimming pool are very clean.beautiful garden,we love to stay there,thanks alot..","execellent hotel,beach is bypass,i love to walk in market and its nearby,,soo lovely place,i love it,we have enjoy alot,lots of thing to see nearby area,people are gud and loyalty,i relky like it,,,,,,",HILLSIDE RESORT PATTAYA - Prices & Hotel Reviews (Thailand) - Tripadvisor,"https://maps.google.com/maps/api/staticmap?&channel=ta.desktop.hotel_review&zoom=15&size=803x241&scale=1&client=gme-tripadvisorinc&format=jpg&sensor=false&language=en_US&center=12.917124,100.865776&maptype=roadmap&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fresponsive_map_pins_v2%2FH_Anchor_pin.png|12.917124,100.865776&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FA_Pin_xs.png|12.914870,100.868263|12.920770,100.866524|12.919580,100.867058|12.916930,100.866753|12.917850,100.867500|12.915430,100.865410|12.917980,100.868912&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FR_Pin_xs.png|12.918758,100.869606|12.913967,100.867020|12.915426,100.866028|12.921231,100.866676|12.915284,100.862770|12.915576,100.866371|12.915956,100.862373|12.916930,100.866753|12.914410,100.866608&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FH_Pin_xs.png|12.913719,100.867088|12.915452,100.862419|12.915844,100.866249|12.916349,100.870102|12.914198,100.867195|12.919668,100.862770|12.916614,100.862007|12.915245,100.862549|12.919222,100.862717&signature=uf8HwOc2eM5lN1ZVPkoWX5yZA2Q="
Sakunkarn L wrote a review Nov 2017,50,Very nice hotel!!!,Very beautiful room need and clean. Staff is very helpful. Swimming pool very clean. Beautiful garden and not far from the beach we enjoy stay here. Not far from night market and walking street. Very good!!!!,HILLSIDE RESORT PATTAYA - Prices & Hotel Reviews (Thailand) - Tripadvisor,"https://maps.google.com/maps/api/staticmap?&channel=ta.desktop.hotel_review&zoom=15&size=803x241&scale=1&client=gme-tripadvisorinc&format=jpg&sensor=false&language=en_US&center=12.917124,100.865776&maptype=roadmap&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fresponsive_map_pins_v2%2FH_Anchor_pin.png|12.917124,100.865776&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FA_Pin_xs.png|12.914870,100.868263|12.920770,100.866524|12.919580,100.867058|12.916930,100.866753|12.917850,100.867500|12.915430,100.865410|12.917980,100.868912&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FR_Pin_xs.png|12.918758,100.869606|12.913967,100.867020|12.915426,100.866028|12.921231,100.866676|12.915284,100.862770|12.915576,100.866371|12.915956,100.862373|12.916930,100.866753|12.914410,100.866608&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FH_Pin_xs.png|12.913719,100.867088|12.915452,100.862419|12.915844,100.866249|12.916349,100.870102|12.914198,100.867195|12.919668,100.862770|12.916614,100.862007|12.915245,100.862549|12.919222,100.862717&signature=uf8HwOc2eM5lN1ZVPkoWX5yZA2Q="
MrOoz wrote a review Oct 2017,50,staying at silent resort during my trip to pattaya with my gf,"is perfect for a quiet getaway. There is a beautiful garden and all ppl whom work in the hotel, are so nice and respectful. in spite of occupancy was pretty high, it was so silent. I really highly recommend that property according to location ( pratumnak between pattaya city center and jomtien, 5 min to walk tuk tuk route) price (cheap enough) big rooms etc.",HILLSIDE RESORT PATTAYA - Prices & Hotel Reviews (Thailand) - Tripadvisor,"https://maps.google.com/maps/api/staticmap?&channel=ta.desktop.hotel_review&zoom=15&size=803x241&scale=1&client=gme-tripadvisorinc&format=jpg&sensor=false&language=en_US&center=12.917124,100.865776&maptype=roadmap&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fresponsive_map_pins_v2%2FH_Anchor_pin.png|12.917124,100.865776&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FA_Pin_xs.png|12.914870,100.868263|12.920770,100.866524|12.919580,100.867058|12.916930,100.866753|12.917850,100.867500|12.915430,100.865410|12.917980,100.868912&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FR_Pin_xs.png|12.918758,100.869606|12.913967,100.867020|12.915426,100.866028|12.921231,100.866676|12.915284,100.862770|12.915576,100.866371|12.915956,100.862373|12.916930,100.866753|12.914410,100.866608&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FH_Pin_xs.png|12.913719,100.867088|12.915452,100.862419|12.915844,100.866249|12.916349,100.870102|12.914198,100.867195|12.919668,100.862770|12.916614,100.862007|12.915245,100.862549|12.919222,100.862717&signature=uf8HwOc2eM5lN1ZVPkoWX5yZA2Q="
Lisa Marie V wrote a review Oct 2017,40,Extremely satisfied!,"I had a great stay at Hillside. Was visiting Thailand with a bunch of friends and this resort deemed very sensibly priced. The hotel was moderately big and the rooms were spacious and tidy. I was very anxious about cleanliness but the hygiene standard surpassed my expectations.  I had a great vacation it was super fun. The staff didn't speak much English, however, they were very helpful and gave good advice on things to do nearby such as visiting the Pattaya and Jomtiem Beach and the popular Walking Street which is by the way so close by! There is also a temple completely carved of wood called Sanctuary of Truth, would not have known about this if it wasn't for the lady at the front desk.    Pattaya had lots of nightout options making it a great and happening place to visit for friends. I'd also like to add that being a woman I really appreciate the security and safeness of the hotel.    Definitely planning on going back and staying in this hotel    A pleasantly surprised student,  Lisa",HILLSIDE RESORT PATTAYA - Prices & Hotel Reviews (Thailand) - Tripadvisor,"https://maps.google.com/maps/api/staticmap?&channel=ta.desktop.hotel_review&zoom=15&size=803x241&scale=1&client=gme-tripadvisorinc&format=jpg&sensor=false&language=en_US&center=12.917124,100.865776&maptype=roadmap&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fresponsive_map_pins_v2%2FH_Anchor_pin.png|12.917124,100.865776&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FA_Pin_xs.png|12.914870,100.868263|12.920770,100.866524|12.919580,100.867058|12.916930,100.866753|12.917850,100.867500|12.915430,100.865410|12.917980,100.868912&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FR_Pin_xs.png|12.918758,100.869606|12.913967,100.867020|12.915426,100.866028|12.921231,100.866676|12.915284,100.862770|12.915576,100.866371|12.915956,100.862373|12.916930,100.866753|12.914410,100.866608&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FH_Pin_xs.png|12.913719,100.867088|12.915452,100.862419|12.915844,100.866249|12.916349,100.870102|12.914198,100.867195|12.919668,100.862770|12.916614,100.862007|12.915245,100.862549|12.919222,100.862717&signature=uf8HwOc2eM5lN1ZVPkoWX5yZA2Q="
Jonn is not my real name wrote a review Jan 2017,40,Reasonable Price,"First of all, The hotel is old and away from the city. Please considering this before you book the rooms. The good thing is its very quiet in the night. the Staffs are quite Okay...You need to tell them what you wanted and they will provide it for you.  you will need to rent a Motorbike from the hotel, or in front of the hotel at the cost around $3-5 per day (I am not sure) to go the the city or the beach because it's on the Hill.  For me it's reasonable price hotel. If you are a type of person who expect too much  Please don't book this hotel and later complain.",HILLSIDE RESORT PATTAYA - Prices & Hotel Reviews (Thailand) - Tripadvisor,"https://maps.google.com/maps/api/staticmap?&channel=ta.desktop.hotel_review&zoom=15&size=803x241&scale=1&client=gme-tripadvisorinc&format=jpg&sensor=false&language=en_US&center=12.917124,100.865776&maptype=roadmap&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fresponsive_map_pins_v2%2FH_Anchor_pin.png|12.917124,100.865776&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FA_Pin_xs.png|12.914870,100.868263|12.920770,100.866524|12.919580,100.867058|12.916930,100.866753|12.917850,100.867500|12.915430,100.865410|12.917980,100.868912&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FR_Pin_xs.png|12.918758,100.869606|12.913967,100.867020|12.915426,100.866028|12.921231,100.866676|12.915284,100.862770|12.915576,100.866371|12.915956,100.862373|12.916930,100.866753|12.914410,100.866608&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FH_Pin_xs.png|12.913719,100.867088|12.915452,100.862419|12.915844,100.866249|12.916349,100.870102|12.914198,100.867195|12.919668,100.862770|12.916614,100.862007|12.915245,100.862549|12.919222,100.862717&signature=uf8HwOc2eM5lN1ZVPkoWX5yZA2Q="
