Travel19659531188 wrote a review Sep 2019,20,Suttinee,Maid told lies about how many bottles of water .We are not stuck for a bottle of water but do not like liers .Also they charge us for something we never had it is wrong to do this and if this person lie about a bottle of water what eles can they lie about .???????,MARKLAND SEASIDE PATTAYA - Prices & Hotel Reviews (Thailand),"https://maps.google.com/maps/api/staticmap?&channel=ta.desktop.hotel_review&zoom=15&size=811x241&scale=1&client=gme-tripadvisorinc&format=jpg&sensor=false&language=en_US&center=12.946652,100.885010&maptype=roadmap&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fresponsive_map_pins_v2%2FH_Anchor_pin.png|12.946652,100.885010&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FA_Pin_xs.png|12.946860,100.884850|12.945836,100.889351|12.947358,100.889198|12.945370,100.887077|12.946270,100.886261&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FR_Pin_xs.png|12.945942,100.888512|12.945222,100.886719|12.945535,100.885284|12.945942,100.888336|12.947791,100.885063|12.945237,100.886757|12.947760,100.884895|12.945852,100.888542|12.947489,100.884918&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FH_Pin_xs.png|12.945284,100.886589|12.944347,100.887108|12.945731,100.888847|12.947556,100.885757|12.948326,100.885590|12.950534,100.885422|12.945615,100.885139|12.944045,100.887093|12.944705,100.888603&signature=E8iDt-osN8_Oe0fJbhV7xDk23r8="
Terry N wrote a review Aug 2019,20,Expected more ☹️,Lifts didn’t work properly. Had buffet for one day then it vanished had jam on toast for the remainder. If you wanted egg you had to go outside the restaurant (outdoors) to order it yourself no idea why.,MARKLAND SEASIDE PATTAYA - Prices & Hotel Reviews (Thailand),"https://maps.google.com/maps/api/staticmap?&channel=ta.desktop.hotel_review&zoom=15&size=811x241&scale=1&client=gme-tripadvisorinc&format=jpg&sensor=false&language=en_US&center=12.946652,100.885010&maptype=roadmap&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fresponsive_map_pins_v2%2FH_Anchor_pin.png|12.946652,100.885010&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FA_Pin_xs.png|12.946860,100.884850|12.945836,100.889351|12.947358,100.889198|12.945370,100.887077|12.946270,100.886261&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FR_Pin_xs.png|12.945942,100.888512|12.945222,100.886719|12.945535,100.885284|12.945942,100.888336|12.947791,100.885063|12.945237,100.886757|12.947760,100.884895|12.945852,100.888542|12.947489,100.884918&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FH_Pin_xs.png|12.945284,100.886589|12.944347,100.887108|12.945731,100.888847|12.947556,100.885757|12.948326,100.885590|12.950534,100.885422|12.945615,100.885139|12.944045,100.887093|12.944705,100.888603&signature=E8iDt-osN8_Oe0fJbhV7xDk23r8="
Exploration676395 wrote a review Jun 2019,50,Amazing Hotel with friendly staff,"Delighted , Highly Recommended, Friendly Staff, Spacious and Clean Room, Reasonable sea view from the balcony, On the Beach, Noise free location, All amenities like Super market, Pharmacy, street food etc",MARKLAND SEASIDE PATTAYA - Prices & Hotel Reviews (Thailand),"https://maps.google.com/maps/api/staticmap?&channel=ta.desktop.hotel_review&zoom=15&size=811x241&scale=1&client=gme-tripadvisorinc&format=jpg&sensor=false&language=en_US&center=12.946652,100.885010&maptype=roadmap&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fresponsive_map_pins_v2%2FH_Anchor_pin.png|12.946652,100.885010&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FA_Pin_xs.png|12.946860,100.884850|12.945836,100.889351|12.947358,100.889198|12.945370,100.887077|12.946270,100.886261&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FR_Pin_xs.png|12.945942,100.888512|12.945222,100.886719|12.945535,100.885284|12.945942,100.888336|12.947791,100.885063|12.945237,100.886757|12.947760,100.884895|12.945852,100.888542|12.947489,100.884918&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FH_Pin_xs.png|12.945284,100.886589|12.944347,100.887108|12.945731,100.888847|12.947556,100.885757|12.948326,100.885590|12.950534,100.885422|12.945615,100.885139|12.944045,100.887093|12.944705,100.888603&signature=E8iDt-osN8_Oe0fJbhV7xDk23r8="
Seaside43717458945 wrote a review Jun 2019,40,"great location, affordable spacious room with superb view of the sea","very good value for the money. location is excellent as it is within the beach area. spacious room and really good terrace. Furnitures are a little bit old, but still good and useful. I would gladly recommend this to friends",MARKLAND SEASIDE PATTAYA - Prices & Hotel Reviews (Thailand),"https://maps.google.com/maps/api/staticmap?&channel=ta.desktop.hotel_review&zoom=15&size=811x241&scale=1&client=gme-tripadvisorinc&format=jpg&sensor=false&language=en_US&center=12.946652,100.885010&maptype=roadmap&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fresponsive_map_pins_v2%2FH_Anchor_pin.png|12.946652,100.885010&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FA_Pin_xs.png|12.946860,100.884850|12.945836,100.889351|12.947358,100.889198|12.945370,100.887077|12.946270,100.886261&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FR_Pin_xs.png|12.945942,100.888512|12.945222,100.886719|12.945535,100.885284|12.945942,100.888336|12.947791,100.885063|12.945237,100.886757|12.947760,100.884895|12.945852,100.888542|12.947489,100.884918&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FH_Pin_xs.png|12.945284,100.886589|12.944347,100.887108|12.945731,100.888847|12.947556,100.885757|12.948326,100.885590|12.950534,100.885422|12.945615,100.885139|12.944045,100.887093|12.944705,100.888603&signature=E8iDt-osN8_Oe0fJbhV7xDk23r8="
Rodney M wrote a review May 2019,30,Rods stay at Markland,"I have stayed here before and the rooms are big but they are very dated,does need a facelift,the shower has a good built in area even though the shower itself does not have enough pressure but overall it’s value for money",MARKLAND SEASIDE PATTAYA - Prices & Hotel Reviews (Thailand),"https://maps.google.com/maps/api/staticmap?&channel=ta.desktop.hotel_review&zoom=15&size=811x241&scale=1&client=gme-tripadvisorinc&format=jpg&sensor=false&language=en_US&center=12.946652,100.885010&maptype=roadmap&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fresponsive_map_pins_v2%2FH_Anchor_pin.png|12.946652,100.885010&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FA_Pin_xs.png|12.946860,100.884850|12.945836,100.889351|12.947358,100.889198|12.945370,100.887077|12.946270,100.886261&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FR_Pin_xs.png|12.945942,100.888512|12.945222,100.886719|12.945535,100.885284|12.945942,100.888336|12.947791,100.885063|12.945237,100.886757|12.947760,100.884895|12.945852,100.888542|12.947489,100.884918&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FH_Pin_xs.png|12.945284,100.886589|12.944347,100.887108|12.945731,100.888847|12.947556,100.885757|12.948326,100.885590|12.950534,100.885422|12.945615,100.885139|12.944045,100.887093|12.944705,100.888603&signature=E8iDt-osN8_Oe0fJbhV7xDk23r8="
sutidar k wrote a review May 2019,10,Service bad give me bad detail about breakfast and lose my thing in bathroom.,1.They give me wrong information about breakfast time and I didn't get breakfast they don't help to solve problem.  2. I forgot something at bathroom of my room but it is lose when i called to ask about its.,MARKLAND SEASIDE PATTAYA - Prices & Hotel Reviews (Thailand),"https://maps.google.com/maps/api/staticmap?&channel=ta.desktop.hotel_review&zoom=15&size=811x241&scale=1&client=gme-tripadvisorinc&format=jpg&sensor=false&language=en_US&center=12.946652,100.885010&maptype=roadmap&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fresponsive_map_pins_v2%2FH_Anchor_pin.png|12.946652,100.885010&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FA_Pin_xs.png|12.946860,100.884850|12.945836,100.889351|12.947358,100.889198|12.945370,100.887077|12.946270,100.886261&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FR_Pin_xs.png|12.945942,100.888512|12.945222,100.886719|12.945535,100.885284|12.945942,100.888336|12.947791,100.885063|12.945237,100.886757|12.947760,100.884895|12.945852,100.888542|12.947489,100.884918&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FH_Pin_xs.png|12.945284,100.886589|12.944347,100.887108|12.945731,100.888847|12.947556,100.885757|12.948326,100.885590|12.950534,100.885422|12.945615,100.885139|12.944045,100.887093|12.944705,100.888603&signature=E8iDt-osN8_Oe0fJbhV7xDk23r8="
Nora C wrote a review May 2019,40,Wonderful stay,Huge bedroom in condo with nice view! Clean and quiet. We stay only one night but we enjoy the room which gave us an unforgettable memory in Pattaya.    Highly suggest for economic trip visitor if you would like to have a stay with gorgeous view of sea.,MARKLAND SEASIDE PATTAYA - Prices & Hotel Reviews (Thailand),"https://maps.google.com/maps/api/staticmap?&channel=ta.desktop.hotel_review&zoom=15&size=811x241&scale=1&client=gme-tripadvisorinc&format=jpg&sensor=false&language=en_US&center=12.946652,100.885010&maptype=roadmap&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fresponsive_map_pins_v2%2FH_Anchor_pin.png|12.946652,100.885010&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FA_Pin_xs.png|12.946860,100.884850|12.945836,100.889351|12.947358,100.889198|12.945370,100.887077|12.946270,100.886261&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FR_Pin_xs.png|12.945942,100.888512|12.945222,100.886719|12.945535,100.885284|12.945942,100.888336|12.947791,100.885063|12.945237,100.886757|12.947760,100.884895|12.945852,100.888542|12.947489,100.884918&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FH_Pin_xs.png|12.945284,100.886589|12.944347,100.887108|12.945731,100.888847|12.947556,100.885757|12.948326,100.885590|12.950534,100.885422|12.945615,100.885139|12.944045,100.887093|12.944705,100.888603&signature=E8iDt-osN8_Oe0fJbhV7xDk23r8="
Arindam wrote a review Mar 2019,40,Nice Huge Rooms and Good Location.,This is a huge 27th Storied building. We stayed at 1126 and 726. Huge rooms and clean and side sea view and thats where it diviates form the picture given in booking.com. otherwife nice place with all facilities.  Everything is available within the complex and somany Indian Restaurants nearby. Nice locations. Some local attractions are very nearby.  Best size room in Pattaya. Only drawback that a mirror is inside bathroom and no mirrors inside room.  Highly recommended for families for long stay,MARKLAND SEASIDE PATTAYA - Prices & Hotel Reviews (Thailand),"https://maps.google.com/maps/api/staticmap?&channel=ta.desktop.hotel_review&zoom=15&size=811x241&scale=1&client=gme-tripadvisorinc&format=jpg&sensor=false&language=en_US&center=12.946652,100.885010&maptype=roadmap&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fresponsive_map_pins_v2%2FH_Anchor_pin.png|12.946652,100.885010&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FA_Pin_xs.png|12.946860,100.884850|12.945836,100.889351|12.947358,100.889198|12.945370,100.887077|12.946270,100.886261&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FR_Pin_xs.png|12.945942,100.888512|12.945222,100.886719|12.945535,100.885284|12.945942,100.888336|12.947791,100.885063|12.945237,100.886757|12.947760,100.884895|12.945852,100.888542|12.947489,100.884918&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FH_Pin_xs.png|12.945284,100.886589|12.944347,100.887108|12.945731,100.888847|12.947556,100.885757|12.948326,100.885590|12.950534,100.885422|12.945615,100.885139|12.944045,100.887093|12.944705,100.888603&signature=E8iDt-osN8_Oe0fJbhV7xDk23r8="
Tracey M wrote a review Sep 2018,10,Really not great,"Huge room and great balcony view. However all the cupboards in the room as well as the bathroom smelt worse than the sewers, the aircon didn't work just the fan function, and the breakfast wasn't worth getting up for. The pool was fantastic but as mentioned by another reviewer, it is heavily monitored by the resident pool nazis. Definately can get better value for your money in Pattaya. Unfortunately my preferred hotel was closed for renovations.",MARKLAND SEASIDE PATTAYA - Prices & Hotel Reviews (Thailand),"https://maps.google.com/maps/api/staticmap?&channel=ta.desktop.hotel_review&zoom=15&size=811x241&scale=1&client=gme-tripadvisorinc&format=jpg&sensor=false&language=en_US&center=12.946652,100.885010&maptype=roadmap&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fresponsive_map_pins_v2%2FH_Anchor_pin.png|12.946652,100.885010&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FA_Pin_xs.png|12.946860,100.884850|12.945836,100.889351|12.947358,100.889198|12.945370,100.887077|12.946270,100.886261&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FR_Pin_xs.png|12.945942,100.888512|12.945222,100.886719|12.945535,100.885284|12.945942,100.888336|12.947791,100.885063|12.945237,100.886757|12.947760,100.884895|12.945852,100.888542|12.947489,100.884918&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FH_Pin_xs.png|12.945284,100.886589|12.944347,100.887108|12.945731,100.888847|12.947556,100.885757|12.948326,100.885590|12.950534,100.885422|12.945615,100.885139|12.944045,100.887093|12.944705,100.888603&signature=E8iDt-osN8_Oe0fJbhV7xDk23r8="
samira n wrote a review Jul 2018,30,Great view,"I were in hotel for one week, staffs are very friendly , the room is big but it should be renewed , we had amazing vacation in this hotel with beautiful sea view, also pool is great, location is very good . Thanks mark land",MARKLAND SEASIDE PATTAYA - Prices & Hotel Reviews (Thailand),"https://maps.google.com/maps/api/staticmap?&channel=ta.desktop.hotel_review&zoom=15&size=811x241&scale=1&client=gme-tripadvisorinc&format=jpg&sensor=false&language=en_US&center=12.946652,100.885010&maptype=roadmap&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fresponsive_map_pins_v2%2FH_Anchor_pin.png|12.946652,100.885010&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FA_Pin_xs.png|12.946860,100.884850|12.945836,100.889351|12.947358,100.889198|12.945370,100.887077|12.946270,100.886261&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FR_Pin_xs.png|12.945942,100.888512|12.945222,100.886719|12.945535,100.885284|12.945942,100.888336|12.947791,100.885063|12.945237,100.886757|12.947760,100.884895|12.945852,100.888542|12.947489,100.884918&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2F%2Fimg2%2Fmaps%2Ficons%2Fcomponent_map_pins_v1%2FH_Pin_xs.png|12.945284,100.886589|12.944347,100.887108|12.945731,100.888847|12.947556,100.885757|12.948326,100.885590|12.950534,100.885422|12.945615,100.885139|12.944045,100.887093|12.944705,100.888603&signature=E8iDt-osN8_Oe0fJbhV7xDk23r8="
